5,0.6738,0.3010,0.3701,1,4.7
10,0.6734,0.3028,0.3686,0,4.5
15,0.6761,0.3148,0.3695,0,4.5
20,0.6991,0.3908,0.3947,1,4.5
25,0.7915,0.5978,0.5939,1,4.6
30,0.8533,0.7088,0.6317,1,4.5
35,0.8813,0.7419,0.6558,1,15.4
40,0.8927,0.7585,0.6693,1,4.4
45,0.8801,0.7382,0.6654,0,4.9
50,0.9029,0.7769,0.6893,1,4.5
55,0.9063,0.7780,0.6917,1,4.5
60,0.9025,0.7836,0.6945,1,4.5
