5,0.9809,0.9525,0.8948,1,5.8
10,0.9846,0.9608,0.9111,1,5.2
15,0.9863,0.9652,0.9164,1,4.9
20,0.9882,0.9695,0.9226,1,5.2
25,0.9832,0.9583,0.9073,0,10.2
30,0.9888,0.9707,0.9232,1,8.9
35,0.9890,0.9712,0.9243,1,5.7
40,0.9894,0.9721,0.9231,0,5.5
45,0.9892,0.9704,0.9167,0,5.3
50,0.9889,0.9708,0.9215,0,4.9
55,0.9915,0.9769,0.9301,1,5.0
60,0.9901,0.9746,0.9269,0,5.0
