5,0.6387,0.3730,0.3673,1,9.8
10,0.7318,0.5434,0.5141,1,4.8
15,0.8251,0.6918,0.6192,1,4.8
20,0.8317,0.7102,0.6405,1,4.8
25,0.8382,0.7236,0.6530,1,4.8
30,0.8543,0.7488,0.6761,1,4.8
35,0.8534,0.7472,0.6810,1,4.9
40,0.8459,0.7451,0.6852,1,4.8
45,0.8551,0.7529,0.6903,1,5.1
50,0.8591,0.7596,0.6965,1,5.0
55,0.8536,0.7499,0.6858,0,4.9
60,0.8572,0.7615,0.7015,1,4.9
